m_S_mean,kappa_mean,C_mean,Pi_S_mp,Delta_mp,kin_mp,gamma_mp,Psi_mp
1.705,0.5,0.277,0.017195507646454040923629521427666003928002613523128800424079940989155289719762243370978254029683856735447392889492886691,1.71003523579090440943402541543697533617349809820443147252816658438434360921659101086962068926273913509128236715023517807,0.0110214798091137520019952006135466195708863304675266090757759635760786032361701875549903808415630262024580443588279885941,16.2886504876551446777194879565086952286756826950143262545084009920019062749691470844052971094315035548175948547180826229,1273.53664660314327608165378713486156056896492100734667026775366715511799796601998041897773181770792807205324053093237584
